model_id,split,top_population_share,top_population_count,overall_default_rate,top_group_default_rate,top_group_default_count,default_capture_share,lift_vs_overall
BLOG003,validation,0.11,4929,0.06700582368297744,0.3333333333333333,1643,0.5471195471195471,4.974691974691974
BLOG003,validation,0.12,5378,0.06700582368297744,0.3183339531424321,1712,0.5700965700965701,4.750840085908885
BLOG003,validation,0.13,5826,0.06700582368297744,0.3041537933401991,1772,0.5900765900765901,4.53921430440483
BLOG003,validation,0.14,6274,0.06700582368297744,0.2907236212942302,1824,0.6073926073926074,4.338781397117387
BLOG003,validation,0.15,6722,0.06700582368297744,0.27759595358524247,1866,0.6213786213786214,4.142863087522414
BLOG003,validation,0.16,7170,0.06700582368297744,0.26513249651324966,1901,0.633033633033633,3.956857507903533
BLOG003,validation,0.17,7618,0.06700582368297744,0.25439747965345233,1938,0.6453546453546454,3.7966473012416824
BLOG003,validation,0.18,8067,0.06700582368297744,0.24556836494359738,1981,0.6596736596736597,3.6648809229694317
BLOG003,validation,0.19,8515,0.06700582368297744,0.2376981796829125,2024,0.673992673992674,3.5474256806024274
BLOG003,validation,0.2,8963,0.06700582368297744,0.22927591208300793,2055,0.6843156843156843,3.421731119488567
BLOG003,validation,0.21,9411,0.06700582368297744,0.22261183721177347,2095,0.6976356976356977,3.3222759601465373
BLOG003,validation,0.22,9859,0.06700582368297744,0.21665483314737802,2136,0.7112887112887113,3.2333731792094706
BLOG003,validation,0.23,10307,0.06700582368297744,0.21140972154846221,2179,0.7256077256077256,3.155094735477
BLOG003,validation,0.24,10756,0.06700582368297744,0.20611751580513202,2217,0.7382617382617382,3.076113455157709
BLOG003,validation,0.25,11204,0.06700582368297744,0.20207068903962871,2264,0.7539127539127539,3.0157183052577556
BLOG003,validation,0.26,11652,0.06700582368297744,0.19661860624785443,2291,0.7629037629037629,2.934351007728968
BLOG003,validation,0.27,12100,0.06700582368297744,0.1918181818181818,2321,0.7728937728937729,2.8627091090727452
BLOG003,validation,0.28,12548,0.06700582368297744,0.18672298374242907,2343,0.7802197802197802,2.786667986142006
BLOG003,validation,0.29,12996,0.06700582368297744,0.18213296398891968,2367,0.7882117882117882,2.7181661828476233
BLOG003,validation,0.3,13445,0.06700582368297744,0.17731498698400894,2384,0.7938727938727939,2.6462623282258835
BLOG003,validation,0.31,13893,0.06700582368297744,0.17339667458432304,2409,0.8021978021978022,2.5877851364787228
BLOG003,validation,0.32,14341,0.06700582368297744,0.16979290147130605,2435,0.8108558108558108,2.534002152926914
BLOG003,validation,0.33,14789,0.06700582368297744,0.16769220366488607,2480,0.8258408258408259,2.5026511793703627
BLOG003,validation,0.34,15237,0.06700582368297744,0.16459933057688522,2508,0.8351648351648352,2.4564929065815067
BLOG003,validation,0.35,15685,0.06700582368297744,0.1618744022951865,2539,0.8454878454878455,2.4158258700177733
BLOG003,validation,0.36,16134,0.06700582368297744,0.15829924383289948,2554,0.8504828504828504,2.362469933685999
BLOG003,validation,0.37,16582,0.06700582368297744,0.15480641659630925,2567,0.8548118548118548,2.3103427148174465
BLOG003,validation,0.38,17030,0.06700582368297744,0.15167351732237228,2583,0.8601398601398601,2.2635870881907287
BLOG003,validation,0.39,17478,0.06700582368297744,0.1484151504748827,2594,0.8638028638028638,2.2149589739703024
BLOG003,validation,0.4,17926,0.06700582368297744,0.1454312172263751,2607,0.8681318681318682,2.1704265276172
BLOG003,validation,0.41,18374,0.06700582368297744,0.14302819201044956,2628,0.8751248751248751,2.1345635968472587
BLOG003,validation,0.42,18823,0.06700582368297744,0.14020081814801041,2639,0.8787878787878788,2.092367654658469
BLOG003,validation,0.43,19271,0.06700582368297744,0.13803123864874683,2660,0.8857808857808858,2.0599886854881406
BLOG003,validation,0.44,19719,0.06700582368297744,0.1353516912622344,2669,0.8887778887778888,2.0199989168496697
