reference_risk_band,comparison_risk_band,applicant_count,reference_model,comparison_model,split,applicant_pct
Very High Risk,Extreme Risk,453,T003,NNSTACK001,validation,0.010107771604525069
Very High Risk,High Risk,2308,T003,NNSTACK001,validation,0.05149831537139925
Very High Risk,Low Risk,19,T003,NNSTACK001,validation,0.00042394627038846864
Very High Risk,Medium Risk,12,T003,NNSTACK001,validation,0.00026775553919271706
Very High Risk,Very High Risk,6484,T003,NNSTACK001,validation,0.14467724301046478
Extreme Risk,Extreme Risk,1719,T003,RASTACK001,validation,0.03835598098935672
Extreme Risk,High Risk,31,T003,RASTACK001,validation,0.0006917018095811857
Extreme Risk,Very High Risk,491,T003,RASTACK001,validation,0.010955664145302005
High Risk,High Risk,6879,T003,RASTACK001,validation,0.15349086284222505
High Risk,Low Risk,39,T003,RASTACK001,validation,0.0008702055023763304
High Risk,Medium Risk,1026,T003,RASTACK001,validation,0.022893098600977307
High Risk,Very High Risk,822,T003,RASTACK001,validation,0.018341254434701117
Low Risk,High Risk,281,T003,RASTACK001,validation,0.006269942209429458
Low Risk,Low Risk,8553,T003,RASTACK001,validation,0.19084276055960908
Low Risk,Medium Risk,4126,T003,RASTACK001,validation,0.09206327955909588
Medium Risk,High Risk,2957,T003,RASTACK001,validation,0.06597942744940535
Medium Risk,Low Risk,371,T003,RASTACK001,validation,0.008278108753374836
Medium Risk,Medium Risk,8246,T003,RASTACK001,validation,0.1839926813485954
Very High Risk,Extreme Risk,522,T003,RASTACK001,validation,0.011647365954883191
Very High Risk,High Risk,1953,T003,RASTACK001,validation,0.0435772140036147
Very High Risk,Medium Risk,47,T003,RASTACK001,validation,0.0010487091951714752
Very High Risk,Very High Risk,6754,T003,RASTACK001,validation,0.1507017426423009
Extreme Risk,Extreme Risk,1786,T003,RF001,validation,0.039850949416516054
Extreme Risk,Very High Risk,455,T003,RF001,validation,0.010152397527723855
High Risk,High Risk,8329,T003,RF001,validation,0.18584465716134502
High Risk,Medium Risk,128,T003,RF001,validation,0.0028560590847223153
High Risk,Very High Risk,309,T003,RF001,validation,0.006894705134212464
Low Risk,High Risk,68,T003,RF001,validation,0.00151728138875873
Low Risk,Low Risk,8963,T003,RF001,validation,0.19999107481536024
Low Risk,Medium Risk,3929,T003,RF001,validation,0.08766762612401544
Medium Risk,High Risk,2186,T003,RF001,validation,0.04877613405627329
Medium Risk,Medium Risk,9388,T003,RF001,validation,0.2094740834951023
Very High Risk,Extreme Risk,455,T003,RF001,validation,0.010152397527723855
Very High Risk,High Risk,1518,T003,RF001,validation,0.03387107570787871
Very High Risk,Very High Risk,7303,T003,RF001,validation,0.16295155856036772
Extreme Risk,Extreme Risk,1820,T003,RF002,validation,0.04060959011089542
Extreme Risk,Very High Risk,421,T003,RF002,validation,0.00939375683334449
High Risk,High Risk,8396,T003,RF002,validation,0.18733962558850437
High Risk,Medium Risk,47,T003,RF002,validation,0.0010487091951714752
High Risk,Very High Risk,323,T003,RF002,validation,0.007207086596603967
Low Risk,High Risk,137,T003,RF002,validation,0.003056875739116853
Low Risk,Low Risk,8963,T003,RF002,validation,0.19999107481536024
Low Risk,Medium Risk,3860,T003,RF002,validation,0.08612803177365731
Medium Risk,High Risk,2036,T003,RF002,validation,0.045429189816364325
Medium Risk,Medium Risk,9538,T003,RF002,validation,0.21282102773501127
Very High Risk,Extreme Risk,421,T003,RF002,validation,0.00939375683334449
Very High Risk,High Risk,1532,T003,RF002,validation,0.03418345717027021
Very High Risk,Very High Risk,7323,T003,RF002,validation,0.16339781779235557
Extreme Risk,Extreme Risk,1820,T003,RF003,validation,0.04060959011089542
Extreme Risk,Very High Risk,421,T003,RF003,validation,0.00939375683334449
High Risk,High Risk,7799,T003,RF003,validation,0.1740187875136667
High Risk,Medium Risk,288,T003,RF003,validation,0.006426132940625209
High Risk,Very High Risk,679,T003,RF003,validation,0.015150500925987907
Low Risk,High Risk,209,T003,RF003,validation,0.004663408974273155
Low Risk,Low Risk,8573,T003,RF003,validation,0.19128901979159693
Low Risk,Medium Risk,4178,T003,RF003,validation,0.09322355356226432
Medium Risk,High Risk,2205,T003,RF003,validation,0.04920008032666176
Medium Risk,Low Risk,390,T003,RF003,validation,0.008702055023763304
Medium Risk,Medium Risk,8979,T003,RF003,validation,0.20034808220095054
Very High Risk,Extreme Risk,421,T003,RF003,validation,0.00939375683334449
Very High Risk,High Risk,1888,T003,RF003,validation,0.04212687149965415
Very High Risk,Very High Risk,6967,T003,RF003,validation,0.15545440346297165
Extreme Risk,Extreme Risk,1772,T003,RF004,validation,0.039538567954124554
Extreme Risk,Very High Risk,469,T003,RF004,validation,0.010464778990115359
High Risk,High Risk,8305,T003,RF004,validation,0.1853091460829596
High Risk,Medium Risk,64,T003,RF004,validation,0.0014280295423611577
High Risk,Very High Risk,397,T003,RF004,validation,0.008858245754959056
Low Risk,High Risk,131,T003,RF004,validation,0.0029229979695204944
Low Risk,Low Risk,8963,T003,RF004,validation,0.19999107481536024
Low Risk,Medium Risk,3866,T003,RF004,validation,0.08626190954325368
Medium Risk,High Risk,2059,T003,RF004,validation,0.045942387933150364
Medium Risk,Medium Risk,9515,T003,RF004,validation,0.21230782961822522
Very High Risk,Extreme Risk,469,T003,RF004,validation,0.010464778990115359
Very High Risk,High Risk,1606,T003,RF004,validation,0.0358346163286253
Very High Risk,Very High Risk,7201,T003,RF004,validation,0.16067563647722963
Extreme Risk,Extreme Risk,1796,T003,RF005,validation,0.040074079032509986
Extreme Risk,Very High Risk,445,T003,RF005,validation,0.009929267911729924
High Risk,High Risk,8207,T003,RF005,validation,0.18312247584621907
High Risk,Medium Risk,60,T003,RF005,validation,0.0013387776959635854
High Risk,Very High Risk,499,T003,RF005,validation,0.011134167838097151
Low Risk,High Risk,303,T003,RF005,validation,0.006760827364616105
Low Risk,Low Risk,8963,T003,RF005,validation,0.19999107481536024
Low Risk,Medium Risk,3694,T003,RF005,validation,0.08242408014815807
Medium Risk,High Risk,1883,T003,RF005,validation,0.042015306691657185
Medium Risk,Medium Risk,9691,T003,RF005,validation,0.2162349108597184
Very High Risk,Extreme Risk,445,T003,RF005,validation,0.009929267911729924
Very High Risk,High Risk,1708,T003,RF005,validation,0.038110538411763394
Very High Risk,Very High Risk,7123,T003,RF005,validation,0.15893522547247696
Extreme Risk,Extreme Risk,1873,T003,RFSTACK001,validation,0.04179217707566325
Extreme Risk,Very High Risk,368,T003,RFSTACK001,validation,0.008211169868576656
High Risk,High Risk,7132,T003,RFSTACK001,validation,0.1591360421268715
High Risk,Low Risk,46,T003,RFSTACK001,validation,0.001026396233572082
High Risk,Medium Risk,720,T003,RFSTACK001,validation,0.016065332351563023
High Risk,Very High Risk,868,T003,RFSTACK001,validation,0.0193676506682732
Low Risk,High Risk,278,T003,RFSTACK001,validation,0.006203003324631278
Low Risk,Low Risk,10733,T003,RFSTACK001,validation,0.239485016846286
Low Risk,Medium Risk,1949,T003,RFSTACK001,validation,0.043487962157217126
Medium Risk,High Risk,2613,T003,RFSTACK001,validation,0.05830376865921414
Medium Risk,Low Risk,3480,T003,RFSTACK001,validation,0.07764910636588794
Medium Risk,Medium Risk,5479,T003,RFSTACK001,validation,0.12225271660307473
Medium Risk,Very High Risk,2,T003,RFSTACK001,validation,4.4625923198786177e-05
Very High Risk,Extreme Risk,368,T003,RFSTACK001,validation,0.008211169868576656
Very High Risk,High Risk,2078,T003,RFSTACK001,validation,0.046366334203538834
Very High Risk,Medium Risk,1,T003,RFSTACK001,validation,2.2312961599393088e-05
Very High Risk,Very High Risk,6829,T003,RFSTACK001,validation,0.1523752147622554
Extreme Risk,Extreme Risk,1849,T003,RIDGESTACK001,validation,0.04125666599727782
Extreme Risk,High Risk,1,T003,RIDGESTACK001,validation,2.2312961599393088e-05
Extreme Risk,Very High Risk,391,T003,RIDGESTACK001,validation,0.008724367985362698
High Risk,Extreme Risk,1,T003,RIDGESTACK001,validation,2.2312961599393088e-05
High Risk,High Risk,6246,T003,RIDGESTACK001,validation,0.13936675814980923
High Risk,Low Risk,10,T003,RIDGESTACK001,validation,0.00022312961599393088
High Risk,Medium Risk,1276,T003,RIDGESTACK001,validation,0.02847133900082558
High Risk,Very High Risk,1233,T003,RIDGESTACK001,validation,0.02751188165205168
Low Risk,High Risk,241,T003,RIDGESTACK001,validation,0.005377423745453734
Low Risk,Low Risk,8141,T003,RIDGESTACK001,validation,0.18164982038065913
Low Risk,Medium Risk,4578,T003,RIDGESTACK001,validation,0.10214873820202156
Medium Risk,High Risk,3179,T003,RIDGESTACK001,validation,0.07093290492447063
Medium Risk,Low Risk,812,T003,RIDGESTACK001,validation,0.018118124818707188
Medium Risk,Medium Risk,7583,T003,RIDGESTACK001,validation,0.1691991878081978
Very High Risk,Extreme Risk,391,T003,RIDGESTACK001,validation,0.008724367985362698
Very High Risk,High Risk,2434,T003,RIDGESTACK001,validation,0.05430974853292277
Very High Risk,Medium Risk,8,T003,RIDGESTACK001,validation,0.0001785036927951447
Very High Risk,Very High Risk,6443,T003,RIDGESTACK001,validation,0.14376241158488967
Extreme Risk,Extreme Risk,1106,T003,RLOG001,validation,0.024678135528928755
Extreme Risk,High Risk,219,T003,RLOG001,validation,0.004886538590267086
Extreme Risk,Low Risk,30,T003,RLOG001,validation,0.0006693888479817927
Extreme Risk,Medium Risk,83,T003,RLOG001,validation,0.0018519758127496263
Extreme Risk,Very High Risk,803,T003,RLOG001,validation,0.01791730816431265
High Risk,Extreme Risk,14,T003,RLOG001,validation,0.0003123814623915032
High Risk,High Risk,6021,T003,RLOG001,validation,0.13434634178994578
High Risk,Low Risk,253,T003,RLOG001,validation,0.0056451792846464515
High Risk,Medium Risk,1128,T003,RLOG001,validation,0.025169020684115403
High Risk,Very High Risk,1350,T003,RLOG001,validation,0.03012249815918067
Low Risk,High Risk,793,T003,RLOG001,validation,0.017694178548318718
Low Risk,Low Risk,7903,T003,RLOG001,validation,0.17633933552000358
Low Risk,Medium Risk,4264,T003,RLOG001,validation,0.09514246825981212
Medium Risk,High Risk,3535,T003,RLOG001,validation,0.07887631925385456
Medium Risk,Low Risk,569,T003,RLOG001,validation,0.012696075150054666
Medium Risk,Medium Risk,7470,T003,RLOG001,validation,0.16667782314746638
Very High Risk,Extreme Risk,1121,T003,RLOG001,validation,0.02501282995291965
Very High Risk,High Risk,1533,T003,RLOG001,validation,0.0342057701318696
Very High Risk,Low Risk,208,T003,RLOG001,validation,0.004641096012673762
Very High Risk,Medium Risk,500,T003,RLOG001,validation,0.011156480799696543
Very High Risk,Very High Risk,5914,T003,RLOG001,validation,0.1319588548988107
Extreme Risk,Extreme Risk,1191,T003,RLOG002,validation,0.026574737264877166
Extreme Risk,High Risk,262,T003,RLOG002,validation,0.005845995939040989
Extreme Risk,Low Risk,38,T003,RLOG002,validation,0.0008478925407769373
Extreme Risk,Medium Risk,64,T003,RLOG002,validation,0.0014280295423611577
Extreme Risk,Very High Risk,686,T003,RLOG002,validation,0.015306691657183657
High Risk,Extreme Risk,14,T003,RLOG002,validation,0.0003123814623915032
High Risk,High Risk,6049,T003,RLOG002,validation,0.13497110471472878
High Risk,Low Risk,220,T003,RLOG002,validation,0.004908851551866479
High Risk,Medium Risk,1079,T003,RLOG002,validation,0.02407568556574514
High Risk,Very High Risk,1404,T003,RLOG002,validation,0.031327398085547895
Low Risk,High Risk,689,T003,RLOG002,validation,0.015373630541981837
Low Risk,Low Risk,7852,T003,RLOG002,validation,0.17520137447843454
Low Risk,Medium Risk,4419,T003,RLOG002,validation,0.09860097730771805
Medium Risk,High Risk,3540,T003,RLOG002,validation,0.07898788406185153
Medium Risk,Low Risk,599,T003,RLOG002,validation,0.01336546399803646
Medium Risk,Medium Risk,7435,T003,RLOG002,validation,0.1658968694914876
Very High Risk,Extreme Risk,1036,T003,RLOG002,validation,0.02311622821697124
Very High Risk,High Risk,1561,T003,RLOG002,validation,0.03483053305665261
Very High Risk,Low Risk,254,T003,RLOG002,validation,0.0056674922462458446
Very High Risk,Medium Risk,448,T003,RLOG002,validation,0.009996206796528103
Very High Risk,Very High Risk,5977,T003,RLOG002,validation,0.13336457147957248
Extreme Risk,Extreme Risk,1195,T003,RLOG003,validation,0.02666398911127474
Extreme Risk,High Risk,269,T003,RLOG003,validation,0.006002186670236741
Extreme Risk,Low Risk,37,T003,RLOG003,validation,0.0008255795791775443
Extreme Risk,Medium Risk,65,T003,RLOG003,validation,0.0014503425039605507
Extreme Risk,Very High Risk,675,T003,RLOG003,validation,0.015061249079590335
High Risk,Extreme Risk,15,T003,RLOG003,validation,0.00033469442399089634
High Risk,High Risk,6030,T003,RLOG003,validation,0.13454715844434031
High Risk,Low Risk,235,T003,RLOG003,validation,0.0052435459758573754
High Risk,Medium Risk,1071,T003,RLOG003,validation,0.023897181872949997
High Risk,Very High Risk,1415,T003,RLOG003,validation,0.03157284066314122
Low Risk,High Risk,681,T003,RLOG003,validation,0.015195126849186693
Low Risk,Low Risk,7846,T003,RLOG003,validation,0.17506749670883817
Low Risk,Medium Risk,4433,T003,RLOG003,validation,0.09891335877010955
Medium Risk,High Risk,3565,T003,RLOG003,validation,0.07954570810183635
Medium Risk,Low Risk,582,T003,RLOG003,validation,0.012986143650846776
Medium Risk,Medium Risk,7427,T003,RLOG003,validation,0.16571836579869245
Very High Risk,Extreme Risk,1031,T003,RLOG003,validation,0.023004663408974273
Very High Risk,High Risk,1556,T003,RLOG003,validation,0.03471896824865565
Very High Risk,Low Risk,263,T003,RLOG003,validation,0.005868308900640382
Very High Risk,Medium Risk,449,T003,RLOG003,validation,0.010018519758127497
Very High Risk,Very High Risk,5977,T003,RLOG003,validation,0.13336457147957248
Extreme Risk,Extreme Risk,1197,T003,RLOG004,validation,0.026708615034473526
Extreme Risk,High Risk,271,T003,RLOG004,validation,0.006046812593435527
Extreme Risk,Low Risk,37,T003,RLOG004,validation,0.0008255795791775443
Extreme Risk,Medium Risk,65,T003,RLOG004,validation,0.0014503425039605507
Extreme Risk,Very High Risk,671,T003,RLOG004,validation,0.014971997233192761
High Risk,Extreme Risk,15,T003,RLOG004,validation,0.00033469442399089634
High Risk,High Risk,6028,T003,RLOG004,validation,0.13450253252114153
High Risk,Low Risk,235,T003,RLOG004,validation,0.0052435459758573754
High Risk,Medium Risk,1074,T003,RLOG004,validation,0.023964120757748175
High Risk,Very High Risk,1414,T003,RLOG004,validation,0.031550527701541826
Low Risk,High Risk,681,T003,RLOG004,validation,0.015195126849186693
Low Risk,Low Risk,7849,T003,RLOG004,validation,0.17513443559363634
Low Risk,Medium Risk,4430,T003,RLOG004,validation,0.09884641988531137
Medium Risk,High Risk,3568,T003,RLOG004,validation,0.07961264698663453
Medium Risk,Low Risk,577,T003,RLOG004,validation,0.012874578842849812
Medium Risk,Medium Risk,7429,T003,RLOG004,validation,0.16576299172189124
Very High Risk,Extreme Risk,1029,T003,RLOG004,validation,0.02296003748577549
Very High Risk,High Risk,1553,T003,RLOG004,validation,0.034652029363857466
Very High Risk,Low Risk,265,T003,RLOG004,validation,0.005912934823839168
Very High Risk,Medium Risk,447,T003,RLOG004,validation,0.00997389383492871
Very High Risk,Very High Risk,5982,T003,RLOG004,validation,0.13347613628756944
Extreme Risk,Extreme Risk,1110,T003,RLOG005,validation,0.024767387375326327
Extreme Risk,High Risk,228,T003,RLOG005,validation,0.005087355244661624
Extreme Risk,Low Risk,29,T003,RLOG005,validation,0.0006470758863823995
Extreme Risk,Medium Risk,80,T003,RLOG005,validation,0.001785036927951447
Extreme Risk,Very High Risk,794,T003,RLOG005,validation,0.017716491509918112
High Risk,Extreme Risk,16,T003,RLOG005,validation,0.0003570073855902894
High Risk,High Risk,5926,T003,RLOG005,validation,0.13222661043800343
High Risk,Low Risk,253,T003,RLOG005,validation,0.0056451792846464515
High Risk,Medium Risk,1164,T003,RLOG005,validation,0.025972287301693552
High Risk,Very High Risk,1407,T003,RLOG005,validation,0.031394336970346076
Low Risk,High Risk,779,T003,RLOG005,validation,0.017381797085927214
Low Risk,Low Risk,7790,T003,RLOG005,validation,0.17381797085927214
Low Risk,Medium Risk,4391,T003,RLOG005,validation,0.09797621438293505
Medium Risk,High Risk,3589,T003,RLOG005,validation,0.08008121918022179
Medium Risk,Low Risk,679,T003,RLOG005,validation,0.015150500925987907
Medium Risk,Medium Risk,7306,T003,RLOG005,validation,0.1630184974451659
Very High Risk,Extreme Risk,1115,T003,RLOG005,validation,0.024878952183323293
Very High Risk,High Risk,1579,T003,RLOG005,validation,0.035232166365441686
Very High Risk,Low Risk,212,T003,RLOG005,validation,0.004730347859071334
Very High Risk,Medium Risk,504,T003,RLOG005,validation,0.011245732646094115
Very High Risk,Very High Risk,5866,T003,RLOG005,validation,0.13088783274203986
Extreme Risk,Extreme Risk,1188,T003,RLOG006,validation,0.026507798380078988
Extreme Risk,High Risk,257,T003,RLOG006,validation,0.005734431131044024
Extreme Risk,Low Risk,36,T003,RLOG006,validation,0.0008032666175781511
Extreme Risk,Medium Risk,66,T003,RLOG006,validation,0.0014726554655599437
